244.064758 321.853455 -129.304306
233.989029 321.853546 -129.082138
223.834564 321.853638 -128.832886
213.799728 321.853729 -128.725113
203.604202 321.853851 -128.651367
193.507996 321.853699 -128.578278
183.372101 321.853516 -128.504959
173.084381 321.853363 -128.430542
162.803848 322.576447 -128.356216
152.571487 323.179840 -128.282166
142.515060 322.183685 -128.209366
132.339432 322.183655 -128.135788
122.302681 322.183655 -128.134827
112.148949 322.183655 -128.320358
102.011879 322.183655 -129.250931
91.418510 322.761932 -129.414246
81.238106 322.183655 -130.807770
71.768829 325.357025 -132.488129
62.397175 329.249664 -134.373566
52.860802 332.249603 -136.787216
43.489315 334.802551 -139.507935
34.189037 337.060394 -142.525513
24.754696 337.782562 -146.006348
15.255593 337.629608 -149.765121
8.325362 337.591217 -152.507523
-1.771350 337.574280 -150.767075
-11.808123 337.600189 -148.629013
-21.344093 337.646820 -144.866318
-30.818199 337.740265 -140.940063
-39.869160 336.124268 -136.547897
-48.956783 333.860962 -132.946945
-58.142242 331.287170 -129.794510
-67.622314 328.107056 -128.805832
-76.997078 323.811768 -129.136597
-87.009232 322.183655 -129.439743
-97.121094 322.183655 -129.322205
-107.169678 322.183655 -128.905060
-117.235542 322.183655 -128.656158
-127.348572 322.183655 -128.406128
-137.602005 322.183655 -128.307709
-147.657120 322.183655 -128.483688
-157.713623 323.264069 -128.429199
-155.316635 333.111389 -125.991814
-164.728088 322.582092 -124.161308
-174.301636 321.853424 -120.770950
-183.277878 321.853546 -116.293037
-191.496002 321.853638 -112.836594
-188.062698 321.853607 -122.270042
-187.146271 321.853546 -132.257553
-186.195587 321.853607 -142.360428
-185.860962 321.853546 -152.084366
-192.234512 321.853638 -144.103760
-198.757614 321.853760 -136.141525
-206.327347 321.853790 -129.262421
-216.017731 321.853729 -125.842278
-226.259094 321.853638 -126.251534
-236.282227 321.853516 -126.767982
-244.435974 321.853455 -126.758743
-234.345230 321.853546 -127.213203
-224.118057 321.853638 -127.673233
-214.052872 321.853729 -128.125961
-203.961777 321.853821 -128.449524
-193.630493 321.853668 -128.733704
-183.517776 321.853485 -129.011887
-173.504395 322.909393 -129.287338
-163.411545 322.570801 -129.564987
-153.278946 322.851379 -129.843704
-143.126526 322.183655 -130.123016
-132.775375 322.183655 -130.407745
-122.682655 322.183655 -130.685394
-112.450928 322.183655 -130.966843
-102.298676 322.183655 -131.246109
-92.086662 322.761993 -131.519440
-82.141548 322.183655 -130.295547
-72.883804 325.676178 -128.348511
-63.753109 329.457794 -126.115410
-54.040596 332.527954 -126.593376
-44.199833 335.066223 -127.384209
-34.174706 337.356293 -127.809036
-24.043581 337.696899 -128.118149
-14.019360 338.553772 -128.617645
-3.884415 337.575623 -128.905350
Wait
20
-2.970516 337.575043 -128.930695
