Screeching with Sang'Huuu Scouts
Custom
HailActorGetQuest -Actor "Jabber Longwind"
207.65 274.96 819.59
235.41 282.38 865.08
276.22 284.55 880.86
293.13 263.05 795.62
297.22 230.47 680.92
311.45 205.80 590.99
240.67 201.20 537.77
227.02 154.19 482.56
165.87 92.79 402.47
264.38 44.84 331.09
343.04 49.27 278.53
403.64 64.87 279.94
Custom
Path -PL 6 -L -QA "-A|Sunset Daisies|-T|QSC:I have enough|-E|H"
433.35 75.11 301.63
416.16 85.68 329.84
416.95 88.37 349.64
410.93 87.99 357.00
420.58 88.88 374.69
442.20 100.97 357.83
423.73 70.69 288.37
Custom
Path
360.89 53.36 295.92
306.54 46.38 310.50
236.32 58.29 363.91
166.10 99.07 416.74
121.85 140.18 509.51
157.02 183.90 592.30
208.74 217.71 680.84
289.11 239.40 728.86
311.94 252.92 767.06
287.08 285.92 892.05
309.44 286.42 925.18
356.70 285.94 987.54
333.34 276.09 1034.51
284.35 280.99 1046.78
240.44 286.68 1052.55
201.30 288.77 1037.21
Custom
ClickActor "Eternal Plumage Memorial"
199.46 288.85 1036.31
246.90 286.17 1056.37
305.33 276.11 1058.38
327.05 276.09 1035.10
355.09 285.16 997.49
334.79 286.42 942.21
253.28 284.47 883.01
212.02 274.96 829.78
209.74 274.96 818.54
Custom
ClickActor "Dropped Note"
211.60 274.96 821.76
; TODO read the Jabber's Note
167.92 269.90 780.59
133.15 247.00 724.16
143.06 207.14 677.85
124.75 162.08 568.65
103.26 113.80 463.90
56.25 68.98 377.52
18.98 40.34 321.68
-63.40 46.88 320.30
-114.87 46.90 372.57
-169.00 56.81 430.72
-267.12 85.16 457.93
-340.12 87.82 394.38
-412.10 61.69 327.27
-491.11 73.56 358.48
-563.74 96.85 228.50
-564.89 99.09 184.93
; TODO ? handle the kill attacking vulture
-566.74 93.45 236.40
-514.02 73.81 351.46
-430.61 74.32 372.82
-342.55 86.77 384.08
-236.94 76.20 444.64
-91.41 38.76 416.79
-35.54 39.78 407.17
33.67 41.33 323.40
55.23 65.98 369.99
99.87 116.55 473.86
147.09 168.58 563.05
188.85 207.31 649.27
316.98 251.21 753.63
283.63 283.55 876.66
207.58 274.96 821.31
Custom
HailActor "Viamme" 1 1
207.65 274.96 819.59
